Product Code,Name,Description,Main,Price,Brand,Category Code,Supplier Product Code,Bar Code,RRP
ACA-MNT-RGB01K,activiva RGB Ultra-Wide Adjustable Wall & Under-Desk Gaming PC Mount,activiva RGB Ultra-Wide Adjustable Wall & Under-Desk Gaming PC Mount,32,126.36,mbeat,MobilePhone/Tablet Accessories,ACA-MNT-RGB01K,9.35E+12,179.95
ACA-STA-01K,activiva Height Adjustable PC & Printer Storage Stand,activiva Height Adjustable PC & Printer Storage Stand,0,121.18,mbeat,MobilePhone/Tablet Accessories,ACA-STA-01K,9.35E+12,163.95
ADS-KBWKB-1330CB,Adesso WKB-1330CB 2.4Ghz Wireless Desktop Keyboard&Mouse Combo,Adesso WKB-1330CB 2.4Ghz Wireless Desktop Keyboard&Mouse Combo,12,40.3,ADESSO,KEYBOARDS - USB,WKB-1330CB,"7,837,500,077,400,780,000,000,000",55
ALL-11407-BLK,ALLOCACOC POWERCUBE EXTENDED USB 2A + 1C PD 20W FASTER CHARGING AU 1.5M SURGE PROTECTOR BLACK,ALLOCACOC POWERCUBE EXTENDED USB 2A + 1C PD 20W FASTER CHARGING AU 1.5M SURGE PROTECTOR BLACK,11,63.5,ALLOCACOC,ADAPTORS / CONVERTERS,11407-AUEUAC-BLK,8.72E+12,79.95
ALL-POWERCUBE-5300,"ALLOCACOC POWERCUBE Extended Red-5 Outlets, 1.5M","ALLOCACOC POWERCUBE Extended Red-5 Outlets, 1.5M",55,19.9,ALLOCACOC,POWER BOARD,5320RD/AUEXPC,"871,844,408,261,328,000,000,000,000",34.95
ALL-POWERCUBE-5400,ALLOCACOC POWERCUBE Extended USB Grey 4-Outlets with 2-USB (1.5m),ALLOCACOC POWERCUBE Extended USB Grey 4-Outlets with 2-USB (1.5m),58,30.4,ALLOCACOC,POWER BOARD,5420GY/AUEUPC,"93,425,280,127,168,700,000,000,000",44.95
ALL-POWERCUBE-5404,"ALLOCACOC POWERCUBE Extended 4 Outlets with 2 USB, 3M - Grey","ALLOCACOC POWERCUBE Extended 4 Outlets with 2 USB, 3M - Grey",21,34.1,ALLOCACOC,POWER BOARD,5404GY/AUEUPC,8.72E+12,54.95
ALL-POWERCUBE52-GRN,ALLOCACOC POWERCUBE OUTLET X 2 USB X 2 surge Green,ALLOCACOC POWERCUBE OUTLET X 2 USB X 2 surge Green,3,23,ALLOCACOC,POWER BOARD,8.72E+12,8.72E+12,34.95
ALL-POWERCUBE52-GY,ALLOCACOC POWERCUBE OUTLET X 2 USB X 2 surge Grey,ALLOCACOC POWERCUBE OUTLET X 2 USB X 2 surge Grey,0,23,ALLOCACOC,POWER BOARD,5220GY/AUOUPC,8.72E+12,34.95
ALL-POWERCUBE53-BL,"ALLOCACOC POWERCUBE Extended Outlets, 1.5M - Blue (0053)","ALLOCACOC POWERCUBE Extended Outlets, 1.5M - Blue (0053)",0,29.8,ALLOCACOC,POWER BOARD,5320BL/AUEXPC,8.72E+12,39.95
ALL-POWERCUBE53-BLK,"ALLOCACOC POWERCUBE Extended Outlets, 1.5M - BLACK","ALLOCACOC POWERCUBE Extended Outlets, 1.5M - BLACK",0,29.8,ALLOCACOC,POWER BOARD,ALL-POWERCUBE53-BLK,8.72E+12,39.95
ALL-POWERCUBE53-GRY,"ALLOCACOC POWERCUBE Extended Outlets, 1.5M - Grey (0015)","ALLOCACOC POWERCUBE Extended Outlets, 1.5M - Grey (0015)",11,21.9,ALLOCACOC,POWER BOARD,5320GY/AUEXPC,8.72E+12,39.95
ALL-POWERCUBE5304-BL,"ALLOCACOC POWERCUBE Extended 5 Outlets, 3M Blue","ALLOCACOC POWERCUBE Extended 5 Outlets, 3M Blue",0,26.7,ALLOCACOC,POWER BOARD,ALL-POWERCUBE5304-BL,8.72E+12,39.95
ALL-POWERCUBE5304-GY,"ALLOCACOC POWERCUBE Extended 5 Outlets, 3M – Grey","ALLOCACOC POWERCUBE Extended 5 Outlets, 3M – Grey",1,26.7,ALLOCACOC,POWER BOARD,5304/AUEXPCGREY,8.72E+12,39.95
ALL-POWERCUBE54-BK,ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - BLACK,ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - BLACK,0,30.4,ALLOCACOC,POWER BOARD,5420BK/AUEUPC,8.72E+12,44.95
ALL-POWERCUBE54-BL,ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - Blue (0114),ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - Blue (0114),5,30.4,ALLOCACOC,POWER BOARD,5420BL/AUEUPC,8.72E+12,44.95
ALL-POWERCUBE54-GN,ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - Green (0091),ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - Green (0091),0,30.4,ALLOCACOC,POWER BOARD,5420GN/AUEUPC,8.72E+12,44.95
ALL-POWERCUBE54-RD,ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - Red (0077),ALLOCACOC POWERCUBE Extended Outlets with USB 1.5M - Red (0077),21,30.4,ALLOCACOC,POWER BOARD,5420RD/AUEUPC,8.72E+12,44.95
ALL-POWERCUBE54-WH,Allocacoc POWERCUBE Extended USB WHITE-4 Outlets-2 USB 1.5m,Allocacoc POWERCUBE Extended USB WHITE-4 Outlets-2 USB 1.5m,28,30.4,ALLOCACOC,CABLES,5400/AUEUPC/WHITE,8.72E+12,44.95
ALL-POWERCUBE5404-GN,ALLOCACOC POWERCUBE Extended 4 Outlets with 2 USB 3M - Green,ALLOCACOC POWERCUBE Extended 4 Outlets with 2 USB 3M - Green,18,34.1,ALLOCACOC,POWER BOARD,5404/AUEUPCGREEN,8.72E+12,54.95
ALL-POWERCUBE5404-RD,ALLOCACOC POWERCUBE Extended 4 Outlets with 2 USB 3M - Red,ALLOCACOC POWERCUBE Extended 4 Outlets with 2 USB 3M - Red,61,34.1,ALLOCACOC,POWER BOARD,5404/AUEUPCRED,8.72E+12,54.95
AV-TIS2017OEM,Trend Micro Internet Security (1-3 Devices) 1 Year OEM (No CD Media),Trend Micro Internet Security (1-3 Devices) 1 Year OEM (No CD Media),0,17,Trend Micro,SOFTWARE,TICIWWMFXSBXEO,"47,104,259,591,479,300,000,000,000",29
AV-TMAX2017OEM-2U,Trend Micro Maximum Security (1-2 Devices) 1Yr Subscription Add-On,Trend Micro Maximum Security (1-2 Devices) 1Yr Subscription Add-On,0,25.9,Trend Micro,SOFTWARE,TICEWWMFXSBJEO,"93,420,030,044,584,700,000,000,000",49
BAS01958,Baseus Golden Contactor Pro Dual Quick Charger Car Charger U+C 40W (With Baseus Simple wiring USB For Type-C 5A 1.0m) Dark Gray,Baseus Golden Contactor Pro Dual Quick Charger Car Charger U+C 40W (With Baseus Simple wiring USB For Type-C 5A 1.0m) Dark Gray,0,25.61,Baseus,POWER SUPPLIES,TZCCJD-0G,6.95E+12,40.9
BAS01980,Baseus Dynamic Series Fast Charging Data Cable Type-C to Type-C 100W 1m White,Baseus Dynamic Series Fast Charging Data Cable Type-C to Type-C 100W 1m White,49,12.46,Baseus,CABLES - Other Cables,CALD000202,6.93E+12,19.9
BAS02320,Baseus Cafule Series Metal Data Cable Type-C to Type-C 100W 1m Black,Baseus Cafule Series Metal Data Cable Type-C to Type-C 100W 1m Black,44,13.09,Baseus,CABLES - Other Cables,CATJK-C01,6.95E+12,20.9
BAS02337,Baseus Cafule Series Metal Data Cable Type-C to Type-C 100W 1m White,Baseus Cafule Series Metal Data Cable Type-C to Type-C 100W 1m White,48,13.09,Baseus,CABLES - Other Cables,CATJK-C02,6.95E+12,20.9
BAS03311,Baseus Foldable Bracket Black for Mobile Phone,Baseus Foldable Bracket Black for Mobile Phone,50,12.46,Baseus,MobilePhone/Tablet Accessories,LUXZ000001,6.93E+12,19.9
BAS03328,Baseus Foldable Bracket White for Mobile Phone,Baseus Foldable Bracket White for Mobile Phone,48,12.46,Baseus,MobilePhone/Tablet Accessories,LUXZ000002,6.93E+12,19.9
BAS04264,Baseus Encok Type-C lateral in-ear Wired Earphone C17 White,Baseus Encok Type-C lateral in-ear Wired Earphone C17 White,36,14.34,Baseus,Speaker and Headset,NGCR010002,6.93E+12,22.9
BAS04875,Baseus T2 Pro Smart Device Tracker White,Baseus T2 Pro Smart Device Tracker White,46,21.22,Baseus,ACCESSORIES,FMTP000002,6.93E+12,33.9
BAS04980,Baseus Smart Eye Series Charging Folding Reading Desk Lamp (Smart Light ) White,Baseus Smart Eye Series Charging Folding Reading Desk Lamp (Smart Light ) White,0,64.42,Baseus,ACCESSORIES,DGZG-02,6.95E+12,102.9
BAS05536,Baseus Superior Series Fast Charging Data Cable USB to M+L+C 3.5A 1.5m White,Baseus Superior Series Fast Charging Data Cable USB to M+L+C 3.5A 1.5m White,28,9.95,Baseus,CABLES - Other Cables,CAMLTYS-02,6.95E+12,15.9
BAS05643,Baseus Ingenuity Series Mini OTG Adaptor Type-C to USB-A 3.1 Black,Baseus Ingenuity Series Mini OTG Adaptor Type-C to USB-A 3.1 Black,0,5.57,Baseus,CABLES - Other Cables,ZJJQ000001,6.93E+12,8.9
BAS05673,Baseus A3 Car Vacuum Cleaner (15000pa) Tarnish,Baseus A3 Car Vacuum Cleaner (15000pa) Tarnish,0,130.79,Baseus,ACCESSORIES,CRXCQA3-0A,6.95E+12,208.9
BAS05797,Baseus Ingenuity Series Mini OTG Adaptor USB 3.1 to Type-C Black,Baseus Ingenuity Series Mini OTG Adaptor USB 3.1 to Type-C Black,0,8.07,Baseus,CABLES - Other Cables,ZJJQ000101,6.93E+12,12.9
BAS06183,Baseus Lite Series 4-Port USB-A HUB Adapter (USB-A to USB 3.0*4) 25cm Black,Baseus Lite Series 4-Port USB-A HUB Adapter (USB-A to USB 3.0*4) 25cm Black,45,20.6,Baseus,HUBS AND CARDREADERS,WKQX030001,6.93E+12,32.9
BAS06244,Baseus Lite Series 4-Port Type-C HUB Adapter (Type-C to USB 3.0*4) 25cm Black,Baseus Lite Series 4-Port Type-C HUB Adapter (Type-C to USB 3.0*4) 25cm Black,0,21.85,Baseus,HUBS AND CARDREADERS,WKQX030301,6.93E+12,34.9
BAS06343,Baseus Lite Series 6-Port Type-C HUB Docking Station (Type-C to HDMI+USB3.0*2+PD+SD/TF) Black,Baseus Lite Series 6-Port Type-C HUB Docking Station (Type-C to HDMI+USB3.0*2+PD+SD/TF) Black,0,41.89,Baseus,HUBS AND CARDREADERS,WKQX050101,6.93E+12,66.9
BAS06670,Baseus Share Together PPS multi-port Fast charging car charger with extension cord 120W 2U+2C Gray,Baseus Share Together PPS multi-port Fast charging car charger with extension cord 120W 2U+2C Gray,49,37.5,Baseus,POWER SUPPLIES,CCBT-A0G,6.95E+12,59.9
BAS06755,Baseus New Power Cordless Electric Polisher Black(Include: flat foam pad*1+waffle foam polishing pad*1+polishing wool pad*1+Type-C charging cable black),Baseus New Power Cordless Electric Polisher Black(Include: flat foam pad*1+waffle foam polishing pad*1+polishing wool pad*1+Type-C charging cable black),12,133.92,Baseus,ACCESSORIES,CRDLQ-B01,6.95E+12,213.9
BAS06816,Baseus Enjoy Car Wireless MP3 Charger (Wireless 5.0+5V/3.4A) Black,Baseus Enjoy Car Wireless MP3 Charger (Wireless 5.0+5V/3.4A) Black,0,31.24,Baseus,MobilePhone/Tablet Accessories,CCLH-01,6.95E+12,49.9
BAS07791,Baseus Encok 3.5mm lateral in-ear Wired Earphone H17 White,Baseus Encok 3.5mm lateral in-ear Wired Earphone H17 White,18,10.58,Baseus,Speaker and Headset,NGCR020002,6.93E+12,16.9
BAS08187,Baseus High Definition Series Graphene HDMI to HDMI 4K Adapter Cable 5m Black,Baseus High Definition Series Graphene HDMI to HDMI 4K Adapter Cable 5m Black,30,28.11,Baseus,CABLES - VGA/DVI/HDMI/DP,WKGQ020401,6.93E+12,44.9
BAS08194,Baseus Lite Series USB-A to SD/TF Card Reader Grey,Baseus Lite Series USB-A to SD/TF Card Reader Grey,0,19.35,Baseus,HUBS AND CARDREADERS,WKQX060013,6.93E+12,30.9
BAS08200,Baseus Lite Series USB-A & Type-C to SD/TF Card Reader Grey,Baseus Lite Series USB-A & Type-C to SD/TF Card Reader Grey,0,22.47,Baseus,HUBS AND CARDREADERS,WKQX060113,6.93E+12,35.9
BAS08476,Baseus Superior Series Fast Charging Data Cable USB to Micro 2A 1m Black,Baseus Superior Series Fast Charging Data Cable USB to Micro 2A 1m Black,0,4.95,Baseus,CABLES - Other Cables,CAMYS-01,6.95E+12,7.9
BAS08483,Baseus Superior Series Fast Charging Data Cable USB to Micro 2A 2m Black,Baseus Superior Series Fast Charging Data Cable USB to Micro 2A 2m Black,0,5.57,Baseus,CABLES - USB3 Cables,CAMYS-A01,6.95E+12,8.9
BAS08712,Baseus Flash Series II One-for-three Fast Charging Data Cable USB to M+L+C 100W 1.2m Black,Baseus Flash Series II One-for-three Fast Charging Data Cable USB to M+L+C 100W 1.2m Black,0,19.97,Baseus,CABLES - Other Cables,CASS030001,6.93E+12,31.9
BAS09404,Baseus Orange Dot Wireless Presenter (Red Laser)(Charging) Grey,Baseus Orange Dot Wireless Presenter (Red Laser)(Charging) Grey,0,36.25,Baseus,ACCESSORIES,WKCD000013,6.95E+12,57.9
BAS10289,Baseus Golden Contactor Pro Triple Fast Charger Car Charger 65W U+C+C Dark Gray,Baseus Golden Contactor Pro Triple Fast Charger Car Charger 65W U+C+C Dark Gray,0,31.87,Baseus,MobilePhone/Tablet Accessories,CGJP010013,6.93E+12,50.9
BAS10561,Baseus Sharp Tool Safety Hammer (Window-breaking+Safety belt cutting) Dark gray,Baseus Sharp Tool Safety Hammer (Window-breaking+Safety belt cutting) Dark gray,0,14.34,Baseus,ACCESSORIES,CRSFH-0G,6.95E+12,22.9
BAS11347,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)0.5m Black,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)0.5m Black,90,6.82,Baseus,CABLES - Other Cables,WKJS010001,6.93E+12,10.9
BAS11354,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)1m Black,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)1m Black,63,6.82,Baseus,CABLES - Other Cables,WKJS010101,6.93E+12,10.9
BAS11415,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)10m Black,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)10m Black,5,24.35,Baseus,CABLES - Other Cables,WKJS010701,6.93E+12,38.9
BAS11422,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)15m Black,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)15m Black,7,28.11,Baseus,CABLES - Other Cables,WKJS010801,6.93E+12,44.9
BAS11439,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)20m Black,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)20m Black,6,40.64,Baseus,CABLES - Other Cables,WKJS010901,6.93E+12,64.9
BAS11446,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)30m Black,Baseus High Speed Cat7 RJ45 10Gigabit network cable (round cable)30m Black,8,55.66,Baseus,CABLES - Other Cables,WKJS011001,6.93E+12,88.9
BAS12917,Baseus Superior Series (SUPERVOOC) Fast Charging Data Cable USB to Type-C 65W 1m Black,Baseus Superior Series (SUPERVOOC) Fast Charging Data Cable USB to Type-C 65W 1m Black,14,9.95,Baseus,CABLES - USB3 Cables,CAYS000901,6.93E+12,15.9
BAS14041,Baseus A2Pro Car Vacuum Cleaner(6000pa) Black,Baseus A2Pro Car Vacuum Cleaner(6000pa) Black,0,69.44,Baseus,ACCESSORIES,VCAQ040001,6.93E+12,110.9
BAS14126,Baseus High Definition Series HDMI 8K to HDMI 8K Adapter Cable 0.5m Black,Baseus High Definition Series HDMI 8K to HDMI 8K Adapter Cable 0.5m Black,66,15.59,Baseus,CABLES - VGA/DVI/HDMI/DP,WKGQ040001,6.93E+12,24.9
BAS14140,Baseus High Definition Series HDMI 8K to HDMI 8K Adapter Cable 5m Black,Baseus High Definition Series HDMI 8K to HDMI 8K Adapter Cable 5m Black,0,41.26,Baseus,CABLES - VGA/DVI/HDMI/DP,WKGQ040201,6.93E+12,65.9
BAS16129,Baseus Heyo Rotation Countdown Timer Black,Baseus Heyo Rotation Countdown Timer Black,23,24.98,Baseus,ACCESSORIES,ACDJS-01,6.95E+12,39.9
BAS16501,Baseus Large Garbage Bag for Back Seat of Cars Black,Baseus Large Garbage Bag for Back Seat of Cars Black,0,25.61,Baseus,ACCESSORIES,CRLJD-A01,6.95E+12,40.9
BAS16830,Baseus Stable Gravitational Car Mount Lite (Air Outlet Version) black,Baseus Stable Gravitational Car Mount Lite (Air Outlet Version) black,0,15.59,Baseus,MobilePhone/Tablet Accessories,SUWX010001,6.93E+12,24.9
BAS18025,Baseus Glimmer Series Fast Charging Data Cable Type-C to Type-C 100W 1m Black,Baseus Glimmer Series Fast Charging Data Cable Type-C to Type-C 100W 1m Black,44,10.58,Baseus,CABLES - Other Cables,CADH000701,6.93E+12,16.9
BAS18452,Baseus High Definition Series Optic Fiber HDMI to HDMI 4K Adapter Cable 10m Black,Baseus High Definition Series Optic Fiber HDMI to HDMI 4K Adapter Cable 10m Black,20,101.37,Baseus,CABLES - VGA/DVI/HDMI/DP,WKGQ050101,6.93E+12,161.9
BAS18469,Baseus High Definition Series Optic Fiber HDMI to HDMI 4K Adapter Cable 15m Black,Baseus High Definition Series Optic Fiber HDMI to HDMI 4K Adapter Cable 15m Black,18,122.02,Baseus,CABLES - VGA/DVI/HDMI/DP,WKGQ050201,6.93E+12,194.9
BAS18643,Baseus Simple Mini3 Magnetic Wireless Charger 15W Black,Baseus Simple Mini3 Magnetic Wireless Charger 15W Black,35,28.11,Baseus,POWER SUPPLIES,CCJJ040001,6.93E+12,44.9
BAS19700,Baseus Matrix HDMI switcher (2in1or 1in2) Space Gray,Baseus Matrix HDMI switcher (2in1or 1in2) Space Gray,0,22.47,Baseus,HUBS AND CARDREADERS,CAHUB-BC0G,6.95E+12,35.9
BAS19756,Baseus Stable Gravitational Car Mount Air (Air Outlet Version) Black,Baseus Stable Gravitational Car Mount Air (Air Outlet Version) Black,0,14.34,Baseus,MobilePhone/Tablet Accessories,SUWX020001,6.93E+12,22.9
BAS20836,Baseus Orange Dot Wireless Presenter (Red Laser) Grey,Baseus Orange Dot Wireless Presenter (Red Laser) Grey,0,19.97,Baseus,ACCESSORIES,ACFYB-0G,6.95E+12,31.9
BAS21209,"Baseus Crystal Series 0.3mm Anti Blue-ray Tempered Glass Screen Protector for 11-inch Pad Pro 2018/2020/2021/2022/10.9-inch Pad Air4/Air5 (Pack of 1 with installation tool and cleaning kit), Clear","Baseus Crystal Series 0.3mm Anti Blue-ray Tempered Glass Screen Protector for 11-inch Pad Pro 2018/2020/2021/2022/10.9-inch Pad Air4/Air5 (Pack of 1 with installation tool and cleaning kit), Clear",0,17.47,Baseus,MobilePhone/Tablet Accessories,SGJC080302,6.93E+12,27.9
BAS21216,"Baseus Crystal Series 0.3mm Anti Blue-ray Tempered Glass Screen Protector for 12.9-inch Pad Pro 2018/2020/2021/2022 (Pack of 1 with installation tool and cleaning kit), Clear","Baseus Crystal Series 0.3mm Anti Blue-ray Tempered Glass Screen Protector for 12.9-inch Pad Pro 2018/2020/2021/2022 (Pack of 1 with installation tool and cleaning kit), Clear",0,19.35,Baseus,MobilePhone/Tablet Accessories,SGJC080402,6.93E+12,30.9
BAS22343,"Baseus Easy Journey Series Storage Bag, Dark Gray","Baseus Easy Journey Series Storage Bag, Dark Gray",0,10.58,Baseus,BAGS,LBJX010013,6.93E+12,16.9
BAS22526,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 2M Black,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 2M Black,50,10.58,Baseus,CABLES - VGA/DVI/HDMI/DP,CAKGQ-B01,6.95E+12,16.9
BAS22533,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 3M Black,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 3M Black,0,13.09,Baseus,CABLES - VGA/DVI/HDMI/DP,CAKGQ-C01,6.95E+12,20.9
BAS22540,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 5M Black,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 5M Black,30,18.72,Baseus,CABLES - VGA/DVI/HDMI/DP,CAKGQ-D01,6.95E+12,29.9
BAS22557,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 8M Black,Baseus High Definition Series Hdmi To Hdmi Adapter Cable 8M Black,0,30.62,Baseus,CABLES - VGA/DVI/HDMI/DP,CAKGQ-E01,6.95E+12,48.9
BAS22991,Baseus Invisible phone ring holder Silver,Baseus Invisible phone ring holder Silver,0,9.95,Baseus,MobilePhone/Tablet Accessories,SUYB-0S,6.95E+12,15.9
BAS24590,"Baseus Smooth Writing 2 Series Stylus with LED Indicators, White (Active/Passive Version with Type-C cable, active pen tip and passive pen cap)","Baseus Smooth Writing 2 Series Stylus with LED Indicators, White (Active/Passive Version with Type-C cable, active pen tip and passive pen cap)",128,50.5,Baseus,MobilePhone/Tablet Accessories,SXBC060302,6.93E+12,71.9
BAS24644,Baseus Bowie MZ10 True Wireless Earphones White,Baseus Bowie MZ10 True Wireless Earphones White,20,61.29,Baseus,Speaker and Headset,NGTW340102,6.93E+12,97.9
BAS24858,Baseus Big Mouth Pro Phone Car Mount Black,Baseus Big Mouth Pro Phone Car Mount Black,0,18.09,Baseus,CABLES - Other Cables,SUDZ-A01,6.95E+12,28.9
BAS25701,Baseus i-wok Series USB Asymmetric Light Source Screen Hanging Light (Youth) Black,Baseus i-wok Series USB Asymmetric Light Source Screen Hanging Light (Youth) Black,20,60.04,Baseus,LED Lighting,DGIWK-B01,6.95E+12,95.9
BAS26037,Baseus Bowie D05 Wireless Headphones Grey,Baseus Bowie D05 Wireless Headphones Grey,10,60.67,Baseus,Speaker and Headset,NGTD020213,6.93E+12,96.9
BAS26891,OS-Baseus Airpow Fast Charge Power Bank 10000mAh 20W White (With Simple Series Charging Cable USB to Type-C 30cm White),OS-Baseus Airpow Fast Charge Power Bank 10000mAh 20W White (With Simple Series Charging Cable USB to Type-C 30cm White),0,32.49,Baseus,POWER SUPPLIES,PPQD090002,6.93E+12,51.9
BAS28383,Baseus Bowie WM01 True Wireless Earphones Black,Baseus Bowie WM01 True Wireless Earphones Black,27,31.24,Baseus,Speaker and Headset,NGTW370001,6.93E+12,49.9
BAS28826,Baseus Tungsten Gold Fast Charging Data Cable Type-C to Type-C 240W 1m Black,Baseus Tungsten Gold Fast Charging Data Cable Type-C to Type-C 240W 1m Black,0,12.46,Baseus,CABLES - Other Cables,CAWJ040001,6.93E+12,19.9
BAS29144,Baseus Explorer Series Fast Charging Cable with Smart Temperature Control USB to Type-C 100W 1m White,Baseus Explorer Series Fast Charging Cable with Smart Temperature Control USB to Type-C 100W 1m White,0,15.59,Baseus,CABLES - Other Cables,CATS010402,6.93E+12,24.9
BAS29434,Baseus UltraControl Pro Series Clamp-Type Car Holder Set Cluster Black,Baseus UltraControl Pro Series Clamp-Type Car Holder Set Cluster Black,0,22.47,Baseus,MobilePhone/Tablet Accessories,C40351600113-00,6.93E+12,35.9
BAS29594,Baseus Magnetic Stepless Dimming Charging Desk Lamp Pro White,Baseus Magnetic Stepless Dimming Charging Desk Lamp Pro White,0,35.62,Baseus,ACCESSORIES,DGXC-02,6.95E+12,56.9
BAS30188,Baseus Seashell Series Folding Phone Stand Cluster Black,Baseus Seashell Series Folding Phone Stand Cluster Black,49,14.34,Baseus,MobilePhone/Tablet Accessories,B10551500111-00,6.93E+12,22.9
BAS30201,Baseus Seashell Series Folding Phone Stand Moon White,Baseus Seashell Series Folding Phone Stand Moon White,98,14.34,Baseus,MobilePhone/Tablet Accessories,B10551500211-00,6.93E+12,22.9
BAS30317,Baseus High Definition Series DP 8K to DP 8K Adapter Cable 1.5m Cluster Black,Baseus High Definition Series DP 8K to DP 8K Adapter Cable 1.5m Cluster Black,0,18.72,Baseus,CABLES - VGA/DVI/HDMI/DP,B00633706111-01,6.93E+12,29.9
BAS30331,Baseus High Definition Series DP 8K to DP 8K Adapter Cable 3m Cluster Black,Baseus High Definition Series DP 8K to DP 8K Adapter Cable 3m Cluster Black,0,22.47,Baseus,CABLES - VGA/DVI/HDMI/DP,B00633706111-03,6.93E+12,35.9
BAS30348,Baseus High Definition Series DP 8K to DP 8K Adapter Cable 5m Cluster Black,Baseus High Definition Series DP 8K to DP 8K Adapter Cable 5m Cluster Black,0,30.62,Baseus,CABLES - VGA/DVI/HDMI/DP,B00633706111-04,6.93E+12,48.9
BAS30454,Baseus UltraStable Series Desktop Laptop Stand (4-Gear Adjustable) Space Grey,Baseus UltraStable Series Desktop Laptop Stand (4-Gear Adjustable) Space Grey,0,27.49,Baseus,MobilePhone/Tablet Accessories,B10053100811-00,6.93E+12,43.9
BAS30829,OS-Baseus UltraJoy Series 4-Port HUB Space Grey (Type-C to USB3.0*4),OS-Baseus UltraJoy Series 4-Port HUB Space Grey (Type-C to USB3.0*4),60,32.49,Baseus,HUBS AND CARDREADERS,B0005280A813-03,6.93E+12,51.9
BAS31710,Baseus Bowie H1i Noise-Cancellation Wireless Headphones Cluster Black,Baseus Bowie H1i Noise-Cancellation Wireless Headphones Cluster Black,5,77.57,Baseus,Speaker and Headset,A00050402113-00,6.93E+12,123.9
BAS31932,Baseus Superior Series Fast Charging Data Cable USB to Type-C 100W 1m Moon White,Baseus Superior Series Fast Charging Data Cable USB to Type-C 100W 1m Moon White,0,6.82,Baseus,CABLES - USB3 Cables,P10320102214-01,6.93E+12,10.9
